Female,DeerYear,ReprodStatus,Calf,Fecundity,SeenInRut,Age
ABA16,2016,Naïve,,0,0,0
ABA16,2017,Naïve,,0,0,1
ABA17,2017,Naïve,,0,0,0
ABA21,2021,Naïve,,0,0,0
ABA23,2023,Naïve,,0,0,0
ABS04,2004,Naïve,,0,0,0
ABS06,2006,Naïve,,0,0,0
ABS11,2011,Naïve,,0,0,0
ACO21,2021,Naïve,,0,0,0
ADI21,2021,Naïve,,0,0,0
ADI23,2023,Naïve,,0,0,0
ADZ80,1980,Naïve,,0,0,0
ADZ81,1981,Naïve,,0,0,0
ADZ82,1982,Naïve,,0,0,0
ADZ82,1983,Naïve,,0,0,1
ADZ82,1984,Naïve,,0,-1,2
ADZ82,1985,Naïve,,0,-1,3
ADZ84,1984,Naïve,,0,0,0
ADZ84,1985,Naïve,,0,0,1
ADZ84,1986,Naïve,,0,-1,2
ADZ84,1987,Naïve,,0,-1,3
ADZ84,1988,Naïve,,0,-1,4
ADZ84,1989,Naïve,KID89,1,-1,5
ADZ84,1990,Winter yeld,KID90,1,-1,6
ADZ84,1991,Winter yeld,,0,-1,7
ADZ84,1992,True yeld,KID92,1,-1,8
ADZ84,1993,Milk,,0,-1,9
ADZ84,1994,True yeld,,0,-1,10
ADZ84,1995,True yeld,,0,0,11
AER23,2023,Naïve,,0,0,0
AGA84,1984,Naïve,,0,0,0
AGA84,1985,Naïve,,0,0,1
AGA84,1986,Naïve,,0,-1,2
AGA84,1987,Naïve,,0,-1,3
AGA84,1988,Naïve,,0,-1,4
AGA84,1989,Naïve,,0,-1,5
AGA84,1990,Naïve,,0,0,6
AGA84,1991,Naïve,ION91,1,-1,7
AGO21,2021,Naïve,,0,0,0
ALA22,2022,Naïve,,0,0,0
ALB91,1991,Naïve,,0,0,0
ALB93,1993,Naïve,,0,0,0
ALB93,1994,Naïve,,0,0,1
ALB93,1995,Naïve,,0,-1,2
ALB93,1996,Naïve,TAA96,1,-1,3
ALB93,1997,Summer yeld,TAA97,1,-1,4
ALB93,1998,Summer yeld,TAA98,1,-1,5
ALB94,1994,Naïve,,0,0,0
ALB94,1995,Naïve,,0,0,1
ALB94,1996,Naïve,,0,-1,2
ALB94,1997,Naïve,,0,-1,3
ALB94,1998,Naïve,MRN98,1,-1,4
ALB94,1999,Milk,MRN99,1,-1,5
ALB94,2000,Winter yeld,,0,-1,6
ALB94,2001,True yeld,MRN01,1,-1,7
ALC89,1989,Naïve,,0,0,0
ALC89,1990,Naïve,,0,0,1
ALC89,1991,Naïve,,0,-1,2
ALD01,2001,Naïve,,0,0,0
ALD01,2002,Naïve,,0,0,1
ALD01,2003,Naïve,,0,-1,2
ALD01,2004,Naïve,KRB04,1,-1,3
ALD01,2005,Winter yeld,KRB05,1,-1,4
ALD03,2003,Naïve,,0,0,0
ALD03,2004,Naïve,,0,0,1
ALD03,2005,Naïve,,0,-1,2
ALD03,2006,Naïve,,0,-1,3
ALD03,2007,Naïve,RHU07,1,0,4
ALD06,2006,Naïve,,0,0,0
ALD06,2007,Naïve,,0,0,1
ALD91,1991,Naïve,,0,0,0
ALD91,1992,Naïve,,0,0,1
ALD91,1993,Naïve,,0,-1,2
ALD91,1994,Naïve,,0,-1,3
ALD91,1995,Naïve,ZAN95,1,-1,4
ALD91,1996,Summer yeld,ZAN96,1,-1,5
ALD91,1997,Milk,,0,-1,6
ALD91,1998,True yeld,ZAN98,1,-1,7
ALD91,1999,Milk,ZAN99,1,-1,8
ALD91,2000,Winter yeld,,0,-1,9
ALD94,1994,Naïve,,0,0,0
ALD94,1995,Naïve,,0,0,1
ALD94,1996,Naïve,,0,-1,2
ALD94,1997,Naïve,ETN97,1,-1,3
ALD94,1998,Milk,,0,-1,4
ALD94,1999,True yeld,,0,-1,5
ALD94,2000,True yeld,ETN00,1,-1,6
ALD94,2001,Milk,ETN01,1,-1,7
ALD94,2002,Milk,,0,-1,8
ALD94,2003,True yeld,ETN03,1,-1,9
ALD94,2004,Milk,ETN04,1,-1,10
ALD95,1995,Naïve,,0,0,0
ALD95,1996,Naïve,,0,0,1
ALD95,1997,Naïve,,0,-1,2
ALD95,1998,Naïve,FIJ98,1,-1,3
ALD98,1998,Naïve,,0,0,0
ALD98,1999,Naïve,,0,0,1
ALD98,2000,Naïve,,0,-1,2
ALD98,2001,Naïve,,0,-1,3
ALD98,2002,Naïve,ARD02,1,-1,4
ALD98,2003,Milk,,0,-1,5
ALD98,2004,True yeld,ARD04,1,-1,6
ALL11,2011,Naïve,,0,0,0
ALL13,2013,Naïve,,0,0,0
ALL13,2014,Naïve,,0,0,1
ALL13,2015,Naïve,,0,-1,2
ALL13,2016,Naïve,,0,-1,3
ALL13,2017,Naïve,AUK17,1,-1,4
ALL13,2018,Winter yeld,,0,-1,5
ALL13,2019,True yeld,,0,-1,6
ALL13,2020,True yeld,AUK20,1,-1,7
ALL13,2021,Milk,,0,-1,8
ALL13,2022,True yeld,AUK22,1,-1,9
ALL13,2023,Milk,AUK23,1,-1,10
ALL17,2017,Naïve,,0,0,0
ALL17,2018,Naïve,,0,0,1
ALL18,2018,Naïve,,0,0,0
ALL19,2019,Naïve,,0,0,0
ALL19,2020,Naïve,,0,0,1
ALL19,2021,Naïve,,0,-1,2
ALL19,2022,Naïve,,0,-1,3
ALL19,2023,Naïve,MRR23,1,-1,4
ALL23,2023,Naïve,,0,0,0
ALM80,1980,Naïve,,0,0,0
ALM80,1981,Naïve,,0,0,1
ALM80,1982,Naïve,,0,-1,2
ALM80,1983,Naïve,,0,-1,3
ALM80,1984,Naïve,SLT84,1,0,4
ALM80,1985,Milk,,0,0,5
ALM80,1986,True yeld,SLT86,1,0,6
ALM80,1987,Milk,SLT87,1,-1,7
ALM80,1988,Milk,,0,0,8
ALM80,1989,True yeld,,0,0,9
ALM82,1982,Naïve,,0,0,0
ALM82,1983,Naïve,,0,0,1
ALM82,1984,Naïve,,0,0,2
ALM82,1985,Naïve,,0,0,3
ALM82,1986,Naïve,AMA86,1,0,4
ALM82,1987,Milk,,0,0,5
ALM82,1988,True yeld,AMA88,1,0,6
ALM82,1989,Milk,,0,0,7
ALM84,1984,Naïve,,0,0,0
ALM84,1985,Naïve,,0,0,1
ALM84,1986,Naïve,,0,-1,2
ALM84,1987,Naïve,,0,-1,3
ALM84,1988,Naïve,PIS88,1,0,4
ALM84,1989,Winter yeld,,0,0,5
ALM86,1986,Naïve,,0,0,0
ALM86,1987,Naïve,,0,0,1
ALM86,1988,Naïve,,0,0,2
ALO22,2022,Naïve,,0,0,0
ALO22,2023,Naïve,,0,0,1
ALO23,2023,Naïve,,0,0,0
AMA86,1986,Naïve,,0,0,0
AMA86,1987,Naïve,,0,0,1
AMA86,1988,Naïve,,0,0,2
AMA86,1989,Naïve,,0,0,3
AMC18,2018,Naïve,,0,0,0
AME15,2015,Naïve,,0,0,0
AME15,2016,Naïve,,0,0,1
AME15,2017,Naïve,,0,-1,2
AME15,2018,Naïve,,0,-1,3
AME15,2019,Naïve,,0,-1,4
AME15,2020,Naïve,VIL20,1,-1,5
AME15,2021,Milk,,0,-1,6
AME15,2022,True yeld,VIL22,1,-1,7
AME15,2023,Summer yeld,VIL23,1,-1,8
AME20,2020,Naïve,,0,0,0
AME20,2021,Naïve,,0,0,1
AME20,2022,Naïve,,0,-1,2
AME20,2023,Naïve,,0,-1,3
AME22,2022,Naïve,,0,0,0
AME23,2023,Naïve,,0,0,0
AML16,2016,Naïve,,0,0,0
AML16,2017,Naïve,,0,0,1
AML20,2020,Naïve,,0,0,0
AML20,2021,Naïve,,0,0,1
AML20,2022,Naïve,,0,-1,2
AML20,2023,Naïve,,0,-1,3
AML22,2022,Naïve,,0,0,0
AML22,2023,Naïve,,0,0,1
ANK89,1989,Naïve,,0,0,0
ANK89,1990,Naïve,,0,0,1
ANK89,1991,Naïve,,0,-1,2
ANK89,1992,Naïve,,0,-1,3
ANK89,1993,Naïve,CSK93,1,-1,4
ANK89,1994,Milk,CSK94,1,-1,5
ANK89,1995,Summer yeld,CSK95,1,-1,6
ANK89,1996,Milk,CSK96,1,-1,7
ANK89,1997,Milk,CSK97,1,-1,8
ANK89,1998,Milk,CSK98,1,-1,9
ANK89,1999,Milk,CSK99,1,-1,10
ANK89,2000,Milk,,0,-1,11
ANK89,2001,True yeld,CSK01,1,-1,12
ANK89,2002,Winter yeld,,0,-1,13
ANK89,2003,True yeld,CSK03,1,0,14
ANK90,1990,Naïve,,0,0,0
ANK90,1991,Naïve,,0,0,1
ANK90,1992,Naïve,,0,-1,2
ANK90,1993,Naïve,,0,-1,3
ANK90,1994,Naïve,,0,-1,4
ANK90,1995,Naïve,FLG95,1,-1,5
ANK90,1996,Summer yeld,FLG96,1,-1,6
ANK90,1997,Summer yeld,FLG97,1,-1,7
ANK90,1998,Milk,FLG98,1,-1,8
ANK90,1999,Milk,,0,-1,9
ANK90,2000,True yeld,FLG00,1,-1,10
ANK90,2001,Milk,,0,-1,11
ANK90,2002,True yeld,,0,-1,12
ANK91,1991,Naïve,,0,0,0
ANK91,1992,Naïve,,0,0,1
ANK91,1993,Naïve,,0,0,2
ANK91,1994,Naïve,,0,-1,3
ANK91,1995,Naïve,COO95,1,-1,4
ANK91,1996,Summer yeld,COO96,1,-1,5
ANK91,1997,Winter yeld,COO97,1,-1,6
ANK91,1998,Milk,COO98,1,-1,7
ANK92,1992,Naïve,,0,0,0
ANM02,2002,Naïve,,0,0,0
ANM02,2003,Naïve,,0,0,1
ANM02,2004,Naïve,,0,-1,2
ANM02,2005,Naïve,,0,-1,3
ANM02,2006,Naïve,,0,-1,4
ANM02,2007,Naïve,ORA07,1,-1,5
ANM02,2008,Winter yeld,,0,-1,6
ANM02,2009,True yeld,ORA09,1,-1,7
ANM02,2010,Milk,,0,-1,8
ANM02,2011,True yeld,ORA11,1,-1,9
ANM02,2012,Summer yeld,ORA12,1,-1,10
ANM02,2013,Winter yeld,ORA13,1,-1,11
ANM02,2014,Summer yeld,ORA14,1,-1,12
ANM03,2003,Naïve,,0,0,0
ANM03,2004,Naïve,,0,0,1
ANM06,2006,Naïve,,0,0,0
ANM06,2007,Naïve,,0,0,1
ANM06,2008,Naïve,,0,-1,2
ANM06,2009,Naïve,,0,-1,3
ANM06,2010,Naïve,,0,-1,4
ANM06,2011,Naïve,URC11,1,-1,5
ANM06,2012,Winter yeld,,0,-1,6
ANM06,2013,True yeld,URC13,1,-1,7
ANM06,2014,Milk,,0,-1,8
ANM06,2015,True yeld,URC15,1,-1,9
ANM06,2016,Milk,URC16,1,-1,10
ANM06,2017,Winter yeld,,0,-1,11
ANM06,2018,True yeld,URC18,1,-1,12
ANT97,1997,Naïve,,0,0,0
ANT97,1998,Naïve,,0,0,1
ANT97,1999,Naïve,,0,0,2
ANT97,2000,Naïve,,0,0,3
ANT97,2001,Naïve,MAV01,1,0,4
APA05,2005,Naïve,,0,0,0
APA08,2008,Naïve,,0,0,0
APA08,2009,Naïve,,0,0,1
APA08,2010,Naïve,,0,-1,2
APA08,2011,Naïve,,0,-1,3
APA08,2012,Naïve,,0,-1,4
APA08,2013,Naïve,,0,-1,5
APA08,2014,Naïve,MOH14,1,-1,6
APA08,2015,Summer yeld,,0,-1,7
APA08,2016,True yeld,,0,-1,8
APA08,2017,True yeld,,0,-1,9
APA10,2010,Naïve,,0,0,0
APA10,2011,Naïve,,0,0,1
APA10,2012,Naïve,,0,-1,2
APA10,2013,Naïve,,0,-1,3
APA10,2014,Naïve,COM14,1,-1,4
APA10,2015,Milk,,0,-1,5
APA10,2016,True yeld,COM16,1,-1,6
APA10,2017,Milk,COM17,1,-1,7
APA10,2018,Summer yeld,COM18,1,-1,8
APA10,2019,Milk,COM19,1,-1,9
APA10,2020,Milk,COM20,1,-1,10
APA10,2021,Milk,COM21,1,-1,11
APA10,2022,Milk,COM22,1,-1,12
APA10,2023,Summer yeld,COM23,1,-1,13
APA13,2013,Naïve,,0,0,0
APH00,2000,Naïve,,0,0,0
APH91,1991,Naïve,,0,0,0
APH91,1992,Naïve,,0,0,1
APH91,1993,Naïve,,0,-1,2
APH91,1994,Naïve,VEN94,1,-1,3
APH91,1995,Milk,VEN95,1,-1,4
APH91,1996,Winter yeld,VEN96,1,-1,5
APH93,1993,Naïve,,0,0,0
APH93,1994,Naïve,,0,0,1
APH93,1995,Naïve,,0,-1,2
APH93,1996,Naïve,DIA96,1,0,3
APH93,1997,Milk,,0,-1,4
APH93,1998,True yeld,DIA98,1,0,5
APH94,1994,Naïve,,0,0,0
APH94,1995,Naïve,,0,0,1
APH95,1995,Naïve,,0,0,0
APH95,1996,Naïve,,0,0,1
APH95,1997,Naïve,,0,-1,2
APH95,1998,Naïve,NYM98,1,-1,3
APH95,1999,Milk,,0,0,4
APH96,1996,Naïve,,0,0,0
APH96,1997,Naïve,,0,0,1
APH96,1998,Naïve,,0,-1,2
APH98,1998,Naïve,,0,0,0
APH98,1999,Naïve,,0,0,1
APH98,2000,Naïve,,0,-1,2
APH98,2001,Naïve,MED01,1,-1,3
APN89,1989,Naïve,,0,0,0
APO15,2015,Naïve,,0,0,0
APO15,2016,Naïve,,0,0,1
APO15,2017,Naïve,,0,-1,2
APO15,2018,Naïve,,0,0,3
APO15,2019,Naïve,PAW19,1,0,4
APO15,2020,Milk,,0,-1,5
APO15,2021,True yeld,PAW21,1,0,6
APO15,2022,Milk,PAW22,1,0,7
APR73,1973,Naïve,,0,0,0
APR73,1974,Naïve,,0,0,1
APR73,1975,Naïve,,0,-1,2
APR73,1976,Naïve,,0,0,3
APR73,1977,Naïve,,0,-1,4
APR73,1978,Naïve,DAM78,1,-1,5
APR73,1979,Milk,,0,-1,6
APR73,1980,True yeld,DAM80,1,-1,7
APR73,1981,Milk,,0,-1,8
APR73,1982,True yeld,DAM82,1,-1,9
APR73,1983,Winter yeld,,0,0,10
APR73,1984,True yeld,DAM84,1,0,11
APR74,1974,Naïve,,0,0,0
APR74,1975,Naïve,,0,0,1
APR74,1976,Naïve,,0,0,2
APR74,1977,Naïve,,0,-1,3
APR74,1978,Naïve,VIC78,1,-1,4
APR74,1979,Milk,,0,-1,5
APR74,1980,True yeld,VIC80,1,-1,6
APR74,1981,Milk,,0,-1,7
APR75,1975,Naïve,,0,0,0
APR75,1976,Naïve,,0,0,1
APR75,1977,Naïve,,0,-1,2
APR75,1978,Naïve,,0,-1,3
APR75,1979,Naïve,,0,0,4
APR75,1980,Naïve,ALM80,1,-1,5
APR75,1981,Milk,,0,-1,6
APR75,1982,True yeld,ALM82,1,-1,7
APR75,1983,Milk,,0,-1,8
APR75,1984,True yeld,ALM84,1,0,9
APR75,1985,Milk,,0,0,10
APR75,1986,True yeld,ALM86,1,0,11
APR75,1987,Milk,,0,0,12
APR75,1988,True yeld,ALM88,1,0,13
APR76,1976,Naïve,,0,0,0
APR76,1977,Naïve,,0,0,1
APR76,1978,Naïve,,0,-1,2
APR76,1979,Naïve,,0,-1,3
APR76,1980,Naïve,JAM80,1,-1,4
APR76,1981,Milk,,0,0,5
APRIC,1967,Naïve,,0,0,0
APRIC,1968,Naïve,,0,0,1
APRIC,1969,Naïve,,0,0,2
APRIC,1970,Naïve,,0,0,3
APRIC,1971,Naïve,,0,0,4
APRIC,1972,Naïve,,0,0,5
APRIC,1973,Naïve,APR73,1,0,6
APRIC,1974,Milk,APR74,1,0,7
APRIC,1975,Milk,APR75,1,-1,8
APRIC,1976,Milk,APR76,1,0,9
APRIC,1977,Milk,,0,0,10
APRIC,1978,True yeld,APR78,1,0,11
APRIC,1979,Winter yeld,APR79,1,0,12
APRIC,1980,Milk,,0,-1,13
APRIC,1981,True yeld,APR81,1,-1,14
AQU86,1986,Naïve,,0,0,0
AQU87,1987,Naïve,,0,0,0
AQU87,1988,Naïve,,0,0,1
AQU91,1991,Naïve,,0,0,0
AQU91,1992,Naïve,,0,0,1
AQU91,1993,Naïve,,0,0,2
AQU91,1994,Naïve,,0,0,3
AQU91,1995,Naïve,MGN95,1,0,4
AQU91,1996,Summer yeld,MGN96,1,0,5
ARA07,2007,Naïve,,0,0,0
ARA09,2009,Naïve,,0,0,0
ARA09,2010,Naïve,,0,0,1
ARA09,2011,Naïve,,0,-1,2
ARA09,2012,Naïve,,0,-1,3
ARA09,2013,Naïve,LIA13,1,-1,4
ARA09,2014,Summer yeld,LIA14,1,-1,5
ARA09,2015,Milk,,0,-1,6
ARA09,2016,True yeld,LIA16,1,-1,7
ARA09,2017,Winter yeld,,0,-1,8
ARA09,2018,True yeld,LIA18,1,-1,9
ARA09,2019,Winter yeld,,0,-1,10
ARA09,2020,True yeld,LIA20,1,-1,11
ARA09,2021,Milk,LIA21,1,-1,12
ARA09,2022,Winter yeld,,0,-1,13
ARA09,2023,True yeld,LIA23,1,-1,14
ARA10,2010,Naïve,,0,0,0
ARA11,2011,Naïve,,0,0,0
ARA11,2012,Naïve,,0,0,1
ARA11,2013,Naïve,,0,-1,2
ARA11,2014,Naïve,,0,-1,3
ARA11,2015,Naïve,ELA15,1,-1,4
ARA11,2016,Milk,,0,-1,5
ARA11,2017,True yeld,ELA17,1,-1,6
ARA15,2015,Naïve,,0,0,0
ARA15,2016,Naïve,,0,0,1
ARA15,2017,Naïve,,0,-1,2
ARA15,2018,Naïve,,0,-1,3
ARA15,2019,Naïve,,0,-1,4
ARA15,2020,Naïve,FAT20,1,0,5
ARB04,2004,Naïve,,0,0,0
ARB04,2005,Naïve,,0,0,1
ARB11,2011,Naïve,,0,0,0
ARB11,2012,Naïve,,0,0,1
ARB11,2013,Naïve,JAV13,1,-1,2
ARB13,2013,Naïve,,0,0,0
ARB13,2014,Naïve,,0,0,1
ARB13,2015,Naïve,,0,0,2
ARE14,2014,Naïve,,0,0,0
ARE14,2015,Naïve,,0,0,1
ARE14,2016,Naïve,,0,-1,2
ARE14,2017,Naïve,,0,-1,3
ARE14,2018,Naïve,NIA18,1,-1,4
ARE14,2019,Summer yeld,NIA19,1,-1,5
ARE14,2020,Milk,NIA20,1,-1,6
ARE14,2021,Milk,,0,-1,7
ARE14,2022,True yeld,NIA22,1,-1,8
ARE14,2023,Winter yeld,NIA23,1,-1,9
ARE17,2017,Naïve,,0,0,0
ARG22,2022,Naïve,,0,0,0
ARG22,2023,Naïve,,0,0,1
ARI01,2001,Naïve,,0,0,0
ARI01,2002,Naïve,,0,0,1
ARI96,1996,Naïve,,0,0,0
ARI96,1997,Naïve,,0,0,1
ARI96,1998,Naïve,,0,-1,2
ARI96,1999,Naïve,ART99,1,-1,3
ARI96,2000,Summer yeld,ART00,1,-1,4
ARI96,2001,Milk,,0,-1,5
ARI97,1997,Naïve,,0,0,0
ARI97,1998,Naïve,,0,0,1
ARI97,1999,Naïve,,0,-1,2
ARI99,1999,Naïve,,0,0,0
ARI99,2000,Naïve,,0,0,1
ARI99,2001,Naïve,,0,-1,2
ARI99,2002,Naïve,AND02,1,-1,3
ARI99,2003,Milk,,0,-1,4
ARN21,2021,Naïve,,0,0,0
ASB09,2009,Naïve,,0,0,0
ASB10,2010,Naïve,,0,0,0
ASB12,2012,Naïve,,0,0,0
ASB13,2013,Naïve,,0,0,0
ASB13,2014,Naïve,,0,0,1
ASB13,2015,Naïve,,0,-1,2
ASB13,2016,Naïve,,0,-1,3
ASB13,2017,Naïve,,0,-1,4
ASB15,2015,Naïve,,0,0,0
ASB18,2018,Naïve,,0,0,0
ASP76,1976,Naïve,,0,0,0
ASP78,1978,Naïve,,0,0,0
ASP78,1979,Naïve,,0,0,1
ASP78,1980,Naïve,,0,-1,2
ASP78,1981,Naïve,,0,-1,3
ASP78,1982,Naïve,,0,-1,4
ASP78,1983,Naïve,,0,-1,5
ASP78,1984,Naïve,,0,-1,6
ASP78,1985,Naïve,APN85,1,-1,7
ASP78,1986,Summer yeld,,0,-1,8
ASP78,1987,True yeld,APN87,1,-1,9
ASP78,1988,Milk,,0,-1,10
ASP78,1989,True yeld,APN89,1,-1,11
ASP80,1980,Naïve,,0,0,0
AST90,1990,Naïve,,0,0,0
AST90,1991,Naïve,,0,0,1
AST90,1992,Naïve,,0,-1,2
AST90,1993,Naïve,,0,-1,3
AST90,1994,Naïve,CEL94,1,-1,4
AST90,1995,Winter yeld,CEL95,1,-1,5
AST90,1996,Milk,,0,-1,6
AST90,1997,True yeld,CEL97,1,-1,7
AST90,1998,Milk,,0,-1,8
AST90,1999,True yeld,CEL99,1,-1,9
AST90,2000,Winter yeld,,0,-1,10
AST90,2001,True yeld,CEL01,1,-1,11
AST94,1994,Naïve,,0,0,0
ATH87,1987,Naïve,,0,0,0
ATH87,1988,Naïve,,0,0,1
ATH87,1989,Naïve,,0,-1,2
ATH87,1990,Naïve,,0,-1,3
ATH87,1991,Naïve,ARI91,1,-1,4
ATH87,1992,Milk,,0,-1,5
ATH87,1993,True yeld,ARI93,1,-1,6
ATH87,1994,Milk,ARI94,1,-1,7
ATH87,1995,Winter yeld,,0,-1,8
ATH87,1996,True yeld,ARI96,1,-1,9
ATH87,1997,Milk,ARI97,1,-1,10
ATH87,1998,Milk,,0,-1,11
ATH87,1999,True yeld,ARI99,1,-1,12
ATH87,2000,Milk,,0,-1,13
ATH87,2001,True yeld,ARI01,1,-1,14
ATH87,2002,Milk,,0,-1,15
ATH89,1989,Naïve,,0,0,0
ATH89,1990,Naïve,,0,0,1
ATH89,1991,Naïve,,0,-1,2
ATH89,1992,Naïve,,0,-1,3
ATH89,1993,Naïve,PRS93,1,-1,4
ATH89,1994,Milk,,0,-1,5
ATH89,1995,True yeld,PRS95,1,-1,6
ATH89,1996,Milk,,0,-1,7
ATH89,1997,True yeld,PRS97,1,-1,8
ATH89,1998,Milk,PRS98,1,-1,9
ATH89,1999,Milk,PRS99,1,-1,10
AUK20,2020,Naïve,,0,0,0
AUK20,2021,Naïve,,0,0,1
AUK20,2022,Naïve,,0,-1,2
AUK20,2023,Naïve,,0,-1,3
AUK22,2022,Naïve,,0,0,0
AUK22,2023,Naïve,,0,0,1
AVO81,1981,Naïve,,0,0,0
AVO82,1982,Naïve,,0,0,0
AVO82,1983,Naïve,,0,0,1
AVO82,1984,Naïve,,0,-1,2
AVO82,1985,Naïve,EXO85,1,0,3
AVO88,1988,Naïve,,0,0,0
AVO89,1989,Naïve,,0,0,0
AVO89,1990,Naïve,,0,0,1
AVO89,1991,Naïve,,0,-1,2
AVO89,1992,Naïve,,0,-1,3
AVO89,1993,Naïve,STI93,1,-1,4
AVO89,1994,Summer yeld,STI94,1,-1,5
AVO89,1995,Milk,STI95,1,-1,6
AVO89,1996,Milk,STI96,1,-1,7
AVO89,1997,Milk,,0,-1,8
AVO89,1998,True yeld,STI98,1,-1,9
AVO89,1999,Milk,STI99,1,-1,10
AVO89,2000,Milk,,0,-1,11
AVO89,2001,True yeld,,0,-1,12
AVO89,2002,True yeld,STI02,1,-1,13
AVO89,2003,Milk,,0,-1,14
AVO89,2004,True yeld,,0,0,15
AVO90,1990,Naïve,,0,0,0
AVO90,1991,Naïve,,0,0,1
AVO90,1992,Naïve,,0,-1,2
AVO90,1993,Naïve,,0,-1,3
AVO90,1994,Naïve,GOD94,1,-1,4
AVO90,1995,Milk,GOD95,1,-1,5
AVO90,1996,Milk,GOD96,1,-1,6
AVO90,1997,Milk,GOD97,1,-1,7
AVO90,1998,Milk,GOD98,1,-1,8
AVO90,1999,Winter yeld,GOD99,1,-1,9
AVO90,2000,Winter yeld,GOD00,1,-1,10
AVO90,2001,Winter yeld,,0,-1,11
AVO90,2002,True yeld,GOD02,1,-1,12
AVO90,2003,Summer yeld,GOD03,1,-1,13
AYE09,2009,Naïve,,0,0,0
AYE09,2010,Naïve,,0,0,1
AYE09,2011,Naïve,,0,-1,2
AYE09,2012,Naïve,,0,-1,3
AYE09,2013,Naïve,IRI13,1,-1,4
AYE09,2014,Milk,,0,-1,5
AYE09,2015,True yeld,IRI15,1,-1,6
AYE09,2016,Milk,IRI16,1,-1,7
AYE09,2017,Milk,,0,-1,8
AYE09,2018,True yeld,IRI18,1,-1,9
AYE09,2019,Milk,,0,-1,10
AYE09,2020,True yeld,IRI20,1,-1,11
AYE09,2021,Milk,,0,-1,12
AYE09,2022,True yeld,IRI22,1,-1,13
AYE09,2023,Milk,IRI23,1,-1,14
AYE10,2010,Naïve,,0,0,0
AYE10,2011,Naïve,,0,0,1
AYE10,2012,Naïve,,0,-1,2
AYE10,2013,Naïve,,0,-1,3
AYE10,2014,Naïve,,0,-1,4
AYE10,2015,Naïve,KOH15,1,-1,5
AYE10,2016,Milk,KOH16,1,-1,6
AYE10,2017,Milk,,0,-1,7
AYE10,2018,True yeld,KOH18,1,-1,8
AYE10,2019,Milk,,0,-1,9
AYE10,2020,True yeld,KOH20,1,-1,10
AYE10,2021,Milk,,0,-1,11
AYE10,2022,True yeld,KOH22,1,-1,12
AYE10,2023,Milk,,0,-1,13
AYE12,2012,Naïve,,0,0,0
AYE12,2013,Naïve,,0,0,1
AYE12,2014,Naïve,,0,-1,2
AYE12,2015,Naïve,,0,-1,3
AYE12,2016,Naïve,LEM16,1,-1,4
AYE12,2017,Milk,,0,-1,5
AYE12,2018,True yeld,LEM18,1,-1,6
AYE12,2019,Milk,,0,-1,7
AYE12,2020,True yeld,LEM20,1,-1,8
AYE12,2021,Milk,LEM21,1,-1,9
AYE12,2022,Milk,,0,-1,10
AYE12,2023,True yeld,LEM23,1,-1,11
AYE13,2013,Naïve,,0,0,0
AYE13,2014,Naïve,,0,0,1
AYE13,2015,Naïve,,0,-1,2
AYE13,2016,Naïve,,0,-1,3
AYE13,2017,Naïve,OUI17,1,-1,4
AYE13,2018,Winter yeld,,0,-1,5
AYE13,2019,True yeld,,0,-1,6
AYE13,2020,True yeld,,0,-1,7
AYE13,2021,True yeld,OUI21,1,-1,8
AYE13,2022,Milk,,0,-1,9
AYE13,2023,True yeld,,0,-1,10
AZU05,2005,Naïve,,0,0,0
AZU05,2006,Naïve,,0,0,1
AZU05,2007,Naïve,,0,-1,2
AZU05,2008,Naïve,,0,-1,3
AZU05,2009,Naïve,CYA09,1,-1,4
AZU05,2010,Summer yeld,CYA10,1,-1,5
AZU05,2011,Summer yeld,CYA11,1,-1,6
AZU05,2012,Milk,CYA12,1,-1,7
AZU07,2007,Naïve,,0,0,0
AZU07,2008,Naïve,,0,0,1
AZU07,2009,Naïve,,0,-1,2
AZU07,2010,Naïve,LAZ10,1,-1,3
AZU07,2011,Winter yeld,LAZ11,1,-1,4
AZU08,2008,Naïve,,0,0,0
AZU08,2009,Naïve,,0,0,1
AZU08,2010,Naïve,,0,-1,2
AZU08,2011,Naïve,,0,-1,3
AZU08,2012,Naïve,CBT12,1,-1,4
AZU08,2013,Summer yeld,CBT13,1,-1,5
AZU09,2009,Naïve,,0,0,0
AZU12,2012,Naïve,,0,0,0
AZU12,2013,Naïve,,0,0,1
AZU13,2013,Naïve,,0,0,0
BAC98,1998,Naïve,,0,0,0
BAC98,1999,Naïve,,0,0,1
BAC98,2000,Naïve,,0,-1,2
BAC98,2001,Naïve,,0,-1,3
BAC98,2002,Naïve,ANM02,1,-1,4
BAC98,2003,Milk,ANM03,1,-1,5
BAC98,2004,Milk,ANM04,1,-1,6
BAC98,2005,Milk,,0,-1,7
BAC98,2006,True yeld,ANM06,1,-1,8
BAC98,2007,Milk,ANM07,1,0,9
BAI22,2022,Naïve,,0,0,0
BAI22,2023,Naïve,,0,0,1
BAI23,2023,Naïve,,0,0,0
BAL15,2015,Naïve,,0,0,0
BAL17,2017,Naïve,,0,0,0
BAL17,2018,Naïve,,0,0,1
BAL17,2019,Naïve,,0,-1,2
BAL17,2020,Naïve,ZIT20,1,-1,3
BAL17,2021,Milk,ZIT21,1,-1,4
BAL17,2022,Milk,,0,-1,5
BAN87,1987,Naïve,,0,0,0
