Code,DeerYear,FWSurvival,Sex,BirthWt,MumCode,MotherStatus,MumAge
KRB05,2005,0,1,5.85,ALD01,Naïve,3
KRB05,2005,0,1,5.85,ALD01,Winter yeld,3
KRB04,2004,0,2,4.84,ALD01,Naïve,3
KRB04,2004,0,2,4.84,ALD01,Winter yeld,3
KRB05,2005,0,1,5.85,ALD01,Naïve,4
KRB05,2005,0,1,5.85,ALD01,Winter yeld,4
KRB04,2004,0,2,4.84,ALD01,Naïve,4
KRB04,2004,0,2,4.84,ALD01,Winter yeld,4
ZAN98,1998,1,1,7.08,ALD91,Naïve,4
ZAN98,1998,1,1,7.08,ALD91,Summer yeld,4
ZAN98,1998,1,1,7.08,ALD91,True yeld,4
ZAN98,1998,1,1,7.08,ALD91,Milk,4
ZAN98,1998,1,1,7.08,ALD91,Naïve,5
ZAN98,1998,1,1,7.08,ALD91,Summer yeld,5
ZAN98,1998,1,1,7.08,ALD91,True yeld,5
ZAN98,1998,1,1,7.08,ALD91,Milk,5
ZAN98,1998,1,1,7.08,ALD91,Naïve,7
ZAN98,1998,1,1,7.08,ALD91,Summer yeld,7
ZAN98,1998,1,1,7.08,ALD91,True yeld,7
ZAN98,1998,1,1,7.08,ALD91,Milk,7
ZAN98,1998,1,1,7.08,ALD91,Naïve,8
ZAN98,1998,1,1,7.08,ALD91,Summer yeld,8
ZAN98,1998,1,1,7.08,ALD91,True yeld,8
ZAN98,1998,1,1,7.08,ALD91,Milk,8
ARD04,2004,0,2,6.48,ALD98,Naïve,4
ARD04,2004,0,2,6.48,ALD98,True yeld,4
ARD04,2004,0,2,6.48,ALD98,Naïve,6
ARD04,2004,0,2,6.48,ALD98,True yeld,6
FLG00,2000,1,2,6.20,ANK90,Naïve,5
FLG00,2000,1,2,6.20,ANK90,Summer yeld,5
FLG00,2000,1,2,6.20,ANK90,Summer yeld,5
FLG00,2000,1,2,6.20,ANK90,Milk,5
FLG00,2000,1,2,6.20,ANK90,True yeld,5
FLG97,1997,1,1,6.74,ANK90,Naïve,5
FLG97,1997,1,1,6.74,ANK90,Summer yeld,5
FLG97,1997,1,1,6.74,ANK90,Summer yeld,5
FLG97,1997,1,1,6.74,ANK90,Milk,5
FLG97,1997,1,1,6.74,ANK90,True yeld,5
FLG00,2000,1,2,6.20,ANK90,Naïve,6
FLG00,2000,1,2,6.20,ANK90,Summer yeld,6
FLG00,2000,1,2,6.20,ANK90,Summer yeld,6
FLG00,2000,1,2,6.20,ANK90,Milk,6
FLG00,2000,1,2,6.20,ANK90,True yeld,6
FLG97,1997,1,1,6.74,ANK90,Naïve,6
FLG97,1997,1,1,6.74,ANK90,Summer yeld,6
FLG97,1997,1,1,6.74,ANK90,Summer yeld,6
FLG97,1997,1,1,6.74,ANK90,Milk,6
FLG97,1997,1,1,6.74,ANK90,True yeld,6
FLG00,2000,1,2,6.20,ANK90,Naïve,7
FLG00,2000,1,2,6.20,ANK90,Summer yeld,7
FLG00,2000,1,2,6.20,ANK90,Summer yeld,7
FLG00,2000,1,2,6.20,ANK90,Milk,7
FLG00,2000,1,2,6.20,ANK90,True yeld,7
FLG97,1997,1,1,6.74,ANK90,Naïve,7
FLG97,1997,1,1,6.74,ANK90,Summer yeld,7
FLG97,1997,1,1,6.74,ANK90,Summer yeld,7
FLG97,1997,1,1,6.74,ANK90,Milk,7
FLG97,1997,1,1,6.74,ANK90,True yeld,7
FLG00,2000,1,2,6.20,ANK90,Naïve,8
FLG00,2000,1,2,6.20,ANK90,Summer yeld,8
FLG00,2000,1,2,6.20,ANK90,Summer yeld,8
FLG00,2000,1,2,6.20,ANK90,Milk,8
FLG00,2000,1,2,6.20,ANK90,True yeld,8
FLG97,1997,1,1,6.74,ANK90,Naïve,8
FLG97,1997,1,1,6.74,ANK90,Summer yeld,8
FLG97,1997,1,1,6.74,ANK90,Summer yeld,8
FLG97,1997,1,1,6.74,ANK90,Milk,8
FLG97,1997,1,1,6.74,ANK90,True yeld,8
FLG00,2000,1,2,6.20,ANK90,Naïve,10
FLG00,2000,1,2,6.20,ANK90,Summer yeld,10
FLG00,2000,1,2,6.20,ANK90,Summer yeld,10
FLG00,2000,1,2,6.20,ANK90,Milk,10
FLG00,2000,1,2,6.20,ANK90,True yeld,10
FLG97,1997,1,1,6.74,ANK90,Naïve,10
FLG97,1997,1,1,6.74,ANK90,Summer yeld,10
FLG97,1997,1,1,6.74,ANK90,Summer yeld,10
FLG97,1997,1,1,6.74,ANK90,Milk,10
FLG97,1997,1,1,6.74,ANK90,True yeld,10
ORA12,2012,0,2,6.86,ANM02,Naïve,5
ORA12,2012,0,2,6.86,ANM02,True yeld,5
ORA12,2012,0,2,6.86,ANM02,True yeld,5
ORA12,2012,0,2,6.86,ANM02,Summer yeld,5
ORA12,2012,0,2,6.86,ANM02,Winter yeld,5
ORA12,2012,0,2,6.86,ANM02,Summer yeld,5
ORA12,2012,0,2,6.86,ANM02,Naïve,7
ORA12,2012,0,2,6.86,ANM02,True yeld,7
ORA12,2012,0,2,6.86,ANM02,True yeld,7
ORA12,2012,0,2,6.86,ANM02,Summer yeld,7
ORA12,2012,0,2,6.86,ANM02,Winter yeld,7
ORA12,2012,0,2,6.86,ANM02,Summer yeld,7
ORA12,2012,0,2,6.86,ANM02,Naïve,9
ORA12,2012,0,2,6.86,ANM02,True yeld,9
ORA12,2012,0,2,6.86,ANM02,True yeld,9
ORA12,2012,0,2,6.86,ANM02,Summer yeld,9
ORA12,2012,0,2,6.86,ANM02,Winter yeld,9
ORA12,2012,0,2,6.86,ANM02,Summer yeld,9
ORA12,2012,0,2,6.86,ANM02,Naïve,10
ORA12,2012,0,2,6.86,ANM02,True yeld,10
ORA12,2012,0,2,6.86,ANM02,True yeld,10
ORA12,2012,0,2,6.86,ANM02,Summer yeld,10
ORA12,2012,0,2,6.86,ANM02,Winter yeld,10
ORA12,2012,0,2,6.86,ANM02,Summer yeld,10
ORA12,2012,0,2,6.86,ANM02,Naïve,11
ORA12,2012,0,2,6.86,ANM02,True yeld,11
ORA12,2012,0,2,6.86,ANM02,True yeld,11
ORA12,2012,0,2,6.86,ANM02,Summer yeld,11
ORA12,2012,0,2,6.86,ANM02,Winter yeld,11
ORA12,2012,0,2,6.86,ANM02,Summer yeld,11
ORA12,2012,0,2,6.86,ANM02,Naïve,12
ORA12,2012,0,2,6.86,ANM02,True yeld,12
ORA12,2012,0,2,6.86,ANM02,True yeld,12
ORA12,2012,0,2,6.86,ANM02,Summer yeld,12
ORA12,2012,0,2,6.86,ANM02,Winter yeld,12
ORA12,2012,0,2,6.86,ANM02,Summer yeld,12
COM21,2021,1,1,5.14,APA10,Milk,4
COM21,2021,1,1,5.14,APA10,Milk,4
COM21,2021,1,1,5.14,APA10,Milk,4
COM21,2021,1,1,5.14,APA10,Milk,4
COM21,2021,1,1,5.14,APA10,Milk,4
COM21,2021,1,1,5.14,APA10,Naïve,4
COM21,2021,1,1,5.14,APA10,True yeld,4
COM21,2021,1,1,5.14,APA10,Summer yeld,4
COM21,2021,1,1,5.14,APA10,Summer yeld,4
COM20,2020,1,1,5.74,APA10,Milk,4
COM20,2020,1,1,5.74,APA10,Milk,4
COM20,2020,1,1,5.74,APA10,Milk,4
COM20,2020,1,1,5.74,APA10,Milk,4
COM20,2020,1,1,5.74,APA10,Milk,4
COM20,2020,1,1,5.74,APA10,Naïve,4
COM20,2020,1,1,5.74,APA10,True yeld,4
COM20,2020,1,1,5.74,APA10,Summer yeld,4
COM20,2020,1,1,5.74,APA10,Summer yeld,4
COM16,2016,1,1,6.04,APA10,Milk,4
COM16,2016,1,1,6.04,APA10,Milk,4
COM16,2016,1,1,6.04,APA10,Milk,4
COM16,2016,1,1,6.04,APA10,Milk,4
COM16,2016,1,1,6.04,APA10,Milk,4
COM16,2016,1,1,6.04,APA10,Naïve,4
COM16,2016,1,1,6.04,APA10,True yeld,4
COM16,2016,1,1,6.04,APA10,Summer yeld,4
COM16,2016,1,1,6.04,APA10,Summer yeld,4
COM19,2019,1,1,6.91,APA10,Milk,4
COM19,2019,1,1,6.91,APA10,Milk,4
COM19,2019,1,1,6.91,APA10,Milk,4
COM19,2019,1,1,6.91,APA10,Milk,4
COM19,2019,1,1,6.91,APA10,Milk,4
COM19,2019,1,1,6.91,APA10,Naïve,4
COM19,2019,1,1,6.91,APA10,True yeld,4
COM19,2019,1,1,6.91,APA10,Summer yeld,4
COM19,2019,1,1,6.91,APA10,Summer yeld,4
COM18,2018,1,1,6.00,APA10,Milk,4
COM18,2018,1,1,6.00,APA10,Milk,4
COM18,2018,1,1,6.00,APA10,Milk,4
COM18,2018,1,1,6.00,APA10,Milk,4
COM18,2018,1,1,6.00,APA10,Milk,4
COM18,2018,1,1,6.00,APA10,Naïve,4
COM18,2018,1,1,6.00,APA10,True yeld,4
COM18,2018,1,1,6.00,APA10,Summer yeld,4
COM18,2018,1,1,6.00,APA10,Summer yeld,4
COM21,2021,1,1,5.14,APA10,Milk,6
COM21,2021,1,1,5.14,APA10,Milk,6
COM21,2021,1,1,5.14,APA10,Milk,6
COM21,2021,1,1,5.14,APA10,Milk,6
COM21,2021,1,1,5.14,APA10,Milk,6
COM21,2021,1,1,5.14,APA10,Naïve,6
COM21,2021,1,1,5.14,APA10,True yeld,6
COM21,2021,1,1,5.14,APA10,Summer yeld,6
COM21,2021,1,1,5.14,APA10,Summer yeld,6
COM20,2020,1,1,5.74,APA10,Milk,6
COM20,2020,1,1,5.74,APA10,Milk,6
COM20,2020,1,1,5.74,APA10,Milk,6
COM20,2020,1,1,5.74,APA10,Milk,6
COM20,2020,1,1,5.74,APA10,Milk,6
COM20,2020,1,1,5.74,APA10,Naïve,6
COM20,2020,1,1,5.74,APA10,True yeld,6
COM20,2020,1,1,5.74,APA10,Summer yeld,6
COM20,2020,1,1,5.74,APA10,Summer yeld,6
COM16,2016,1,1,6.04,APA10,Milk,6
COM16,2016,1,1,6.04,APA10,Milk,6
COM16,2016,1,1,6.04,APA10,Milk,6
COM16,2016,1,1,6.04,APA10,Milk,6
COM16,2016,1,1,6.04,APA10,Milk,6
COM16,2016,1,1,6.04,APA10,Naïve,6
COM16,2016,1,1,6.04,APA10,True yeld,6
COM16,2016,1,1,6.04,APA10,Summer yeld,6
COM16,2016,1,1,6.04,APA10,Summer yeld,6
COM19,2019,1,1,6.91,APA10,Milk,6
COM19,2019,1,1,6.91,APA10,Milk,6
COM19,2019,1,1,6.91,APA10,Milk,6
COM19,2019,1,1,6.91,APA10,Milk,6
COM19,2019,1,1,6.91,APA10,Milk,6
COM19,2019,1,1,6.91,APA10,Naïve,6
COM19,2019,1,1,6.91,APA10,True yeld,6
COM19,2019,1,1,6.91,APA10,Summer yeld,6
COM19,2019,1,1,6.91,APA10,Summer yeld,6
COM18,2018,1,1,6.00,APA10,Milk,6
COM18,2018,1,1,6.00,APA10,Milk,6
COM18,2018,1,1,6.00,APA10,Milk,6
COM18,2018,1,1,6.00,APA10,Milk,6
COM18,2018,1,1,6.00,APA10,Milk,6
COM18,2018,1,1,6.00,APA10,Naïve,6
COM18,2018,1,1,6.00,APA10,True yeld,6
COM18,2018,1,1,6.00,APA10,Summer yeld,6
COM18,2018,1,1,6.00,APA10,Summer yeld,6
COM21,2021,1,1,5.14,APA10,Milk,7
COM21,2021,1,1,5.14,APA10,Milk,7
COM21,2021,1,1,5.14,APA10,Milk,7
COM21,2021,1,1,5.14,APA10,Milk,7
COM21,2021,1,1,5.14,APA10,Milk,7
COM21,2021,1,1,5.14,APA10,Naïve,7
COM21,2021,1,1,5.14,APA10,True yeld,7
COM21,2021,1,1,5.14,APA10,Summer yeld,7
COM21,2021,1,1,5.14,APA10,Summer yeld,7
COM20,2020,1,1,5.74,APA10,Milk,7
COM20,2020,1,1,5.74,APA10,Milk,7
COM20,2020,1,1,5.74,APA10,Milk,7
COM20,2020,1,1,5.74,APA10,Milk,7
COM20,2020,1,1,5.74,APA10,Milk,7
COM20,2020,1,1,5.74,APA10,Naïve,7
COM20,2020,1,1,5.74,APA10,True yeld,7
COM20,2020,1,1,5.74,APA10,Summer yeld,7
COM20,2020,1,1,5.74,APA10,Summer yeld,7
COM16,2016,1,1,6.04,APA10,Milk,7
COM16,2016,1,1,6.04,APA10,Milk,7
COM16,2016,1,1,6.04,APA10,Milk,7
COM16,2016,1,1,6.04,APA10,Milk,7
COM16,2016,1,1,6.04,APA10,Milk,7
COM16,2016,1,1,6.04,APA10,Naïve,7
COM16,2016,1,1,6.04,APA10,True yeld,7
COM16,2016,1,1,6.04,APA10,Summer yeld,7
COM16,2016,1,1,6.04,APA10,Summer yeld,7
COM19,2019,1,1,6.91,APA10,Milk,7
COM19,2019,1,1,6.91,APA10,Milk,7
COM19,2019,1,1,6.91,APA10,Milk,7
COM19,2019,1,1,6.91,APA10,Milk,7
COM19,2019,1,1,6.91,APA10,Milk,7
COM19,2019,1,1,6.91,APA10,Naïve,7
COM19,2019,1,1,6.91,APA10,True yeld,7
COM19,2019,1,1,6.91,APA10,Summer yeld,7
COM19,2019,1,1,6.91,APA10,Summer yeld,7
COM18,2018,1,1,6.00,APA10,Milk,7
COM18,2018,1,1,6.00,APA10,Milk,7
COM18,2018,1,1,6.00,APA10,Milk,7
COM18,2018,1,1,6.00,APA10,Milk,7
COM18,2018,1,1,6.00,APA10,Milk,7
COM18,2018,1,1,6.00,APA10,Naïve,7
COM18,2018,1,1,6.00,APA10,True yeld,7
COM18,2018,1,1,6.00,APA10,Summer yeld,7
COM18,2018,1,1,6.00,APA10,Summer yeld,7
COM21,2021,1,1,5.14,APA10,Milk,8
COM21,2021,1,1,5.14,APA10,Milk,8
COM21,2021,1,1,5.14,APA10,Milk,8
COM21,2021,1,1,5.14,APA10,Milk,8
COM21,2021,1,1,5.14,APA10,Milk,8
COM21,2021,1,1,5.14,APA10,Naïve,8
COM21,2021,1,1,5.14,APA10,True yeld,8
COM21,2021,1,1,5.14,APA10,Summer yeld,8
COM21,2021,1,1,5.14,APA10,Summer yeld,8
COM20,2020,1,1,5.74,APA10,Milk,8
COM20,2020,1,1,5.74,APA10,Milk,8
COM20,2020,1,1,5.74,APA10,Milk,8
COM20,2020,1,1,5.74,APA10,Milk,8
COM20,2020,1,1,5.74,APA10,Milk,8
COM20,2020,1,1,5.74,APA10,Naïve,8
COM20,2020,1,1,5.74,APA10,True yeld,8
COM20,2020,1,1,5.74,APA10,Summer yeld,8
COM20,2020,1,1,5.74,APA10,Summer yeld,8
COM16,2016,1,1,6.04,APA10,Milk,8
COM16,2016,1,1,6.04,APA10,Milk,8
COM16,2016,1,1,6.04,APA10,Milk,8
COM16,2016,1,1,6.04,APA10,Milk,8
COM16,2016,1,1,6.04,APA10,Milk,8
COM16,2016,1,1,6.04,APA10,Naïve,8
COM16,2016,1,1,6.04,APA10,True yeld,8
COM16,2016,1,1,6.04,APA10,Summer yeld,8
COM16,2016,1,1,6.04,APA10,Summer yeld,8
COM19,2019,1,1,6.91,APA10,Milk,8
COM19,2019,1,1,6.91,APA10,Milk,8
COM19,2019,1,1,6.91,APA10,Milk,8
COM19,2019,1,1,6.91,APA10,Milk,8
COM19,2019,1,1,6.91,APA10,Milk,8
COM19,2019,1,1,6.91,APA10,Naïve,8
COM19,2019,1,1,6.91,APA10,True yeld,8
COM19,2019,1,1,6.91,APA10,Summer yeld,8
COM19,2019,1,1,6.91,APA10,Summer yeld,8
COM18,2018,1,1,6.00,APA10,Milk,8
COM18,2018,1,1,6.00,APA10,Milk,8
COM18,2018,1,1,6.00,APA10,Milk,8
COM18,2018,1,1,6.00,APA10,Milk,8
COM18,2018,1,1,6.00,APA10,Milk,8
COM18,2018,1,1,6.00,APA10,Naïve,8
COM18,2018,1,1,6.00,APA10,True yeld,8
COM18,2018,1,1,6.00,APA10,Summer yeld,8
COM18,2018,1,1,6.00,APA10,Summer yeld,8
COM21,2021,1,1,5.14,APA10,Milk,9
COM21,2021,1,1,5.14,APA10,Milk,9
COM21,2021,1,1,5.14,APA10,Milk,9
COM21,2021,1,1,5.14,APA10,Milk,9
COM21,2021,1,1,5.14,APA10,Milk,9
COM21,2021,1,1,5.14,APA10,Naïve,9
COM21,2021,1,1,5.14,APA10,True yeld,9
COM21,2021,1,1,5.14,APA10,Summer yeld,9
COM21,2021,1,1,5.14,APA10,Summer yeld,9
COM20,2020,1,1,5.74,APA10,Milk,9
COM20,2020,1,1,5.74,APA10,Milk,9
COM20,2020,1,1,5.74,APA10,Milk,9
COM20,2020,1,1,5.74,APA10,Milk,9
COM20,2020,1,1,5.74,APA10,Milk,9
COM20,2020,1,1,5.74,APA10,Naïve,9
COM20,2020,1,1,5.74,APA10,True yeld,9
COM20,2020,1,1,5.74,APA10,Summer yeld,9
COM20,2020,1,1,5.74,APA10,Summer yeld,9
COM16,2016,1,1,6.04,APA10,Milk,9
COM16,2016,1,1,6.04,APA10,Milk,9
COM16,2016,1,1,6.04,APA10,Milk,9
COM16,2016,1,1,6.04,APA10,Milk,9
COM16,2016,1,1,6.04,APA10,Milk,9
COM16,2016,1,1,6.04,APA10,Naïve,9
COM16,2016,1,1,6.04,APA10,True yeld,9
COM16,2016,1,1,6.04,APA10,Summer yeld,9
COM16,2016,1,1,6.04,APA10,Summer yeld,9
COM19,2019,1,1,6.91,APA10,Milk,9
COM19,2019,1,1,6.91,APA10,Milk,9
COM19,2019,1,1,6.91,APA10,Milk,9
COM19,2019,1,1,6.91,APA10,Milk,9
COM19,2019,1,1,6.91,APA10,Milk,9
COM19,2019,1,1,6.91,APA10,Naïve,9
COM19,2019,1,1,6.91,APA10,True yeld,9
COM19,2019,1,1,6.91,APA10,Summer yeld,9
COM19,2019,1,1,6.91,APA10,Summer yeld,9
COM18,2018,1,1,6.00,APA10,Milk,9
COM18,2018,1,1,6.00,APA10,Milk,9
COM18,2018,1,1,6.00,APA10,Milk,9
COM18,2018,1,1,6.00,APA10,Milk,9
COM18,2018,1,1,6.00,APA10,Milk,9
COM18,2018,1,1,6.00,APA10,Naïve,9
COM18,2018,1,1,6.00,APA10,True yeld,9
COM18,2018,1,1,6.00,APA10,Summer yeld,9
COM18,2018,1,1,6.00,APA10,Summer yeld,9
COM21,2021,1,1,5.14,APA10,Milk,10
COM21,2021,1,1,5.14,APA10,Milk,10
COM21,2021,1,1,5.14,APA10,Milk,10
COM21,2021,1,1,5.14,APA10,Milk,10
COM21,2021,1,1,5.14,APA10,Milk,10
COM21,2021,1,1,5.14,APA10,Naïve,10
COM21,2021,1,1,5.14,APA10,True yeld,10
COM21,2021,1,1,5.14,APA10,Summer yeld,10
COM21,2021,1,1,5.14,APA10,Summer yeld,10
COM20,2020,1,1,5.74,APA10,Milk,10
COM20,2020,1,1,5.74,APA10,Milk,10
COM20,2020,1,1,5.74,APA10,Milk,10
COM20,2020,1,1,5.74,APA10,Milk,10
COM20,2020,1,1,5.74,APA10,Milk,10
COM20,2020,1,1,5.74,APA10,Naïve,10
COM20,2020,1,1,5.74,APA10,True yeld,10
COM20,2020,1,1,5.74,APA10,Summer yeld,10
COM20,2020,1,1,5.74,APA10,Summer yeld,10
COM16,2016,1,1,6.04,APA10,Milk,10
COM16,2016,1,1,6.04,APA10,Milk,10
COM16,2016,1,1,6.04,APA10,Milk,10
COM16,2016,1,1,6.04,APA10,Milk,10
COM16,2016,1,1,6.04,APA10,Milk,10
COM16,2016,1,1,6.04,APA10,Naïve,10
COM16,2016,1,1,6.04,APA10,True yeld,10
COM16,2016,1,1,6.04,APA10,Summer yeld,10
COM16,2016,1,1,6.04,APA10,Summer yeld,10
COM19,2019,1,1,6.91,APA10,Milk,10
COM19,2019,1,1,6.91,APA10,Milk,10
COM19,2019,1,1,6.91,APA10,Milk,10
COM19,2019,1,1,6.91,APA10,Milk,10
COM19,2019,1,1,6.91,APA10,Milk,10
COM19,2019,1,1,6.91,APA10,Naïve,10
COM19,2019,1,1,6.91,APA10,True yeld,10
COM19,2019,1,1,6.91,APA10,Summer yeld,10
COM19,2019,1,1,6.91,APA10,Summer yeld,10
COM18,2018,1,1,6.00,APA10,Milk,10
COM18,2018,1,1,6.00,APA10,Milk,10
COM18,2018,1,1,6.00,APA10,Milk,10
COM18,2018,1,1,6.00,APA10,Milk,10
COM18,2018,1,1,6.00,APA10,Milk,10
COM18,2018,1,1,6.00,APA10,Naïve,10
COM18,2018,1,1,6.00,APA10,True yeld,10
COM18,2018,1,1,6.00,APA10,Summer yeld,10
COM18,2018,1,1,6.00,APA10,Summer yeld,10
COM21,2021,1,1,5.14,APA10,Milk,11
COM21,2021,1,1,5.14,APA10,Milk,11
COM21,2021,1,1,5.14,APA10,Milk,11
COM21,2021,1,1,5.14,APA10,Milk,11
COM21,2021,1,1,5.14,APA10,Milk,11
COM21,2021,1,1,5.14,APA10,Naïve,11
COM21,2021,1,1,5.14,APA10,True yeld,11
COM21,2021,1,1,5.14,APA10,Summer yeld,11
COM21,2021,1,1,5.14,APA10,Summer yeld,11
COM20,2020,1,1,5.74,APA10,Milk,11
COM20,2020,1,1,5.74,APA10,Milk,11
COM20,2020,1,1,5.74,APA10,Milk,11
COM20,2020,1,1,5.74,APA10,Milk,11
COM20,2020,1,1,5.74,APA10,Milk,11
COM20,2020,1,1,5.74,APA10,Naïve,11
COM20,2020,1,1,5.74,APA10,True yeld,11
COM20,2020,1,1,5.74,APA10,Summer yeld,11
COM20,2020,1,1,5.74,APA10,Summer yeld,11
COM16,2016,1,1,6.04,APA10,Milk,11
COM16,2016,1,1,6.04,APA10,Milk,11
COM16,2016,1,1,6.04,APA10,Milk,11
COM16,2016,1,1,6.04,APA10,Milk,11
COM16,2016,1,1,6.04,APA10,Milk,11
COM16,2016,1,1,6.04,APA10,Naïve,11
COM16,2016,1,1,6.04,APA10,True yeld,11
COM16,2016,1,1,6.04,APA10,Summer yeld,11
COM16,2016,1,1,6.04,APA10,Summer yeld,11
COM19,2019,1,1,6.91,APA10,Milk,11
COM19,2019,1,1,6.91,APA10,Milk,11
COM19,2019,1,1,6.91,APA10,Milk,11
COM19,2019,1,1,6.91,APA10,Milk,11
COM19,2019,1,1,6.91,APA10,Milk,11
COM19,2019,1,1,6.91,APA10,Naïve,11
COM19,2019,1,1,6.91,APA10,True yeld,11
COM19,2019,1,1,6.91,APA10,Summer yeld,11
COM19,2019,1,1,6.91,APA10,Summer yeld,11
COM18,2018,1,1,6.00,APA10,Milk,11
COM18,2018,1,1,6.00,APA10,Milk,11
COM18,2018,1,1,6.00,APA10,Milk,11
COM18,2018,1,1,6.00,APA10,Milk,11
COM18,2018,1,1,6.00,APA10,Milk,11
COM18,2018,1,1,6.00,APA10,Naïve,11
COM18,2018,1,1,6.00,APA10,True yeld,11
COM18,2018,1,1,6.00,APA10,Summer yeld,11
COM18,2018,1,1,6.00,APA10,Summer yeld,11
COM21,2021,1,1,5.14,APA10,Milk,12
COM21,2021,1,1,5.14,APA10,Milk,12
COM21,2021,1,1,5.14,APA10,Milk,12
COM21,2021,1,1,5.14,APA10,Milk,12
COM21,2021,1,1,5.14,APA10,Milk,12
COM21,2021,1,1,5.14,APA10,Naïve,12
COM21,2021,1,1,5.14,APA10,True yeld,12
COM21,2021,1,1,5.14,APA10,Summer yeld,12
COM21,2021,1,1,5.14,APA10,Summer yeld,12
COM20,2020,1,1,5.74,APA10,Milk,12
COM20,2020,1,1,5.74,APA10,Milk,12
COM20,2020,1,1,5.74,APA10,Milk,12
COM20,2020,1,1,5.74,APA10,Milk,12
COM20,2020,1,1,5.74,APA10,Milk,12
COM20,2020,1,1,5.74,APA10,Naïve,12
COM20,2020,1,1,5.74,APA10,True yeld,12
COM20,2020,1,1,5.74,APA10,Summer yeld,12
COM20,2020,1,1,5.74,APA10,Summer yeld,12
COM16,2016,1,1,6.04,APA10,Milk,12
COM16,2016,1,1,6.04,APA10,Milk,12
COM16,2016,1,1,6.04,APA10,Milk,12
COM16,2016,1,1,6.04,APA10,Milk,12
COM16,2016,1,1,6.04,APA10,Milk,12
COM16,2016,1,1,6.04,APA10,Naïve,12
COM16,2016,1,1,6.04,APA10,True yeld,12
COM16,2016,1,1,6.04,APA10,Summer yeld,12
COM16,2016,1,1,6.04,APA10,Summer yeld,12
COM19,2019,1,1,6.91,APA10,Milk,12
COM19,2019,1,1,6.91,APA10,Milk,12
COM19,2019,1,1,6.91,APA10,Milk,12
COM19,2019,1,1,6.91,APA10,Milk,12
COM19,2019,1,1,6.91,APA10,Milk,12
COM19,2019,1,1,6.91,APA10,Naïve,12
COM19,2019,1,1,6.91,APA10,True yeld,12
COM19,2019,1,1,6.91,APA10,Summer yeld,12
COM19,2019,1,1,6.91,APA10,Summer yeld,12
COM18,2018,1,1,6.00,APA10,Milk,12
COM18,2018,1,1,6.00,APA10,Milk,12
COM18,2018,1,1,6.00,APA10,Milk,12
COM18,2018,1,1,6.00,APA10,Milk,12
COM18,2018,1,1,6.00,APA10,Milk,12
COM18,2018,1,1,6.00,APA10,Naïve,12
COM18,2018,1,1,6.00,APA10,True yeld,12
COM18,2018,1,1,6.00,APA10,Summer yeld,12
COM18,2018,1,1,6.00,APA10,Summer yeld,12
COM21,2021,1,1,5.14,APA10,Milk,13
COM21,2021,1,1,5.14,APA10,Milk,13
COM21,2021,1,1,5.14,APA10,Milk,13
COM21,2021,1,1,5.14,APA10,Milk,13
COM21,2021,1,1,5.14,APA10,Milk,13
COM21,2021,1,1,5.14,APA10,Naïve,13
COM21,2021,1,1,5.14,APA10,True yeld,13
COM21,2021,1,1,5.14,APA10,Summer yeld,13
COM21,2021,1,1,5.14,APA10,Summer yeld,13
COM20,2020,1,1,5.74,APA10,Milk,13
COM20,2020,1,1,5.74,APA10,Milk,13
COM20,2020,1,1,5.74,APA10,Milk,13
COM20,2020,1,1,5.74,APA10,Milk,13
COM20,2020,1,1,5.74,APA10,Milk,13
COM20,2020,1,1,5.74,APA10,Naïve,13
COM20,2020,1,1,5.74,APA10,True yeld,13
COM20,2020,1,1,5.74,APA10,Summer yeld,13
COM20,2020,1,1,5.74,APA10,Summer yeld,13
COM16,2016,1,1,6.04,APA10,Milk,13
COM16,2016,1,1,6.04,APA10,Milk,13
COM16,2016,1,1,6.04,APA10,Milk,13
COM16,2016,1,1,6.04,APA10,Milk,13
COM16,2016,1,1,6.04,APA10,Milk,13
COM16,2016,1,1,6.04,APA10,Naïve,13
COM16,2016,1,1,6.04,APA10,True yeld,13
COM16,2016,1,1,6.04,APA10,Summer yeld,13
COM16,2016,1,1,6.04,APA10,Summer yeld,13
COM19,2019,1,1,6.91,APA10,Milk,13
COM19,2019,1,1,6.91,APA10,Milk,13
COM19,2019,1,1,6.91,APA10,Milk,13
COM19,2019,1,1,6.91,APA10,Milk,13
COM19,2019,1,1,6.91,APA10,Milk,13
COM19,2019,1,1,6.91,APA10,Naïve,13
COM19,2019,1,1,6.91,APA10,True yeld,13
COM19,2019,1,1,6.91,APA10,Summer yeld,13
COM19,2019,1,1,6.91,APA10,Summer yeld,13
COM18,2018,1,1,6.00,APA10,Milk,13
COM18,2018,1,1,6.00,APA10,Milk,13
COM18,2018,1,1,6.00,APA10,Milk,13
COM18,2018,1,1,6.00,APA10,Milk,13
COM18,2018,1,1,6.00,APA10,Milk,13
COM18,2018,1,1,6.00,APA10,Naïve,13
COM18,2018,1,1,6.00,APA10,True yeld,13
COM18,2018,1,1,6.00,APA10,Summer yeld,13
COM18,2018,1,1,6.00,APA10,Summer yeld,13
NYM98,1998,1,1,6.32,APH95,Naïve,3
MED01,2001,0,2,3.62,APH98,Naïve,3
ART00,2000,1,2,7.14,ARI96,Naïve,3
ART00,2000,1,2,7.14,ARI96,Summer yeld,3
ART00,2000,1,2,7.14,ARI96,Naïve,4
ART00,2000,1,2,7.14,ARI96,Summer yeld,4
